text,label
URGENT: Your HDFC NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit shorturl.at/xyz78,spam
"Dear Customer, Your A/c ending 6640 has been credited with Rs.4,500 on 19-05-2026 by InfoSys Salary. Total Available Bal: Rs.4,320.50.",ham
Delivered: Your Zepto order from Burger King has been delivered by our rider. Hope you enjoy your meal!,ham
"Dear winner, your mobile number has selected for Rs 50 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 72365 98688 or visit tinyurl.com/sbi-netsecure",spam
406721 is the OTP for login into your Cred account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Crypto Alert: Bitcoin is surging! Get 5,000 tokens free as a sign-up bonus today only. Claim your wallet here: shorturl.at/xyz78",spam
505433 is the OTP for login into your Cred account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Dear Customer, bill for your electricity consumer account 4531 has been generated. Amount Due: Rs.15,000. Due Date: 05-06-2026. Pay via your banking app.",ham
737396 is the OTP for login into your GPay account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"You have a pending received request of Rs.2,500 on Paytm from Airtel Offer. Click link to accept money: paytm-cashback-reward.com",spam
"Alert: Rs.599 debited from your Kotak A/c ending 8717 on 19-05-2026 towards UPI-Cred ref no 619469322638. Bal: Rs.12,850.00.",ham
"Dear Customer, Your A/c ending 4909 has been credited with Rs.599 on 18-05-2026 by InfoSys Salary. Total Available Bal: Rs.12,850.00.",ham
401278 is the OTP for login into your Google Pay account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Transaction Alert: Your Canara Bank Credit Card ending 9092 was used at IRCTC for Rs.4,500 on 19-05-2026. If not done by you, call +91 93857 89120.",ham
Alert! Your Kotak debit card is blocked. Kindly click on tinyurl.com/sbi-netsecure to update your KYC and resume services immediately.,spam
"Congratulations! You have won a cashback reward of Rs.10,000 from Google Pay. Click to claim directly into your bank account: shorturl.at/xyz78",spam
"You have a pending received request of Rs.1,999 on Google Pay from Airtel Offer. Click link to accept money: icici-security-alert.net",spam
"Do not share! OTP for your transaction of Rs.2,500 on Canara Bank is 499520. If you did not do this, call customer care immediately at +91 96316 60564 or stop it via tinyurl.com/sbi-netsecure",spam
"Crypto Alert: Bitcoin is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: tinyurl.com/sbi-netsecure",spam
"Dear User, your reward points worth Rs.5,000 are expiring today. Convert points to cash now by visiting: tinyurl.com/sbi-netsecure",spam
"Crypto Alert: Solana is surging! Get 5,000 tokens free as a sign-up bonus today only. Claim your wallet here: delivery-address-update.in",spam
"Dear customer, your DHL shipment tracking 3828 requires a nominal custom duty fee of Rs.45 to be released. Pay now: delivery-address-update.in",spam
Your premium for LIC policy 8397 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: linktr.ee/kbc-draw,spam
"Dear Customer, your EMI of Rs.499 for loan account ending 2569 is overdue. Pay immediately via bit.ly/update-kyc-now to avoid court notice and legal action.",spam
"Congratulations! You have won a cashback reward of Rs.1,999 from PhonePe. Click to claim directly into your bank account: pnb-kyc-verification.org",spam
Your Blinkit order is packed and out for delivery. Your delivery executive Vikram (+91 95353 53915) will reach you in 9 minutes.,ham
"Dear customer, your DHL shipment tracking 6085 requires a nominal custom duty fee of Rs.45 to be released. Pay now: shorturl.at/xyz78",spam
Your verification code for LinkedIn is 884504. Team LinkedIn will never call or SMS you asking for this code.,ham
"Dear Customer, Your A/c ending 9024 has been credited with Rs.599 on 20-05-2026 by InfoSys Salary. Total Available Bal: Rs.1,450.10.",ham
You have a pending received request of Rs.499 on Amazon Pay from Airtel Offer. Click link to accept money: linktr.ee/kbc-draw,spam
"Dear Customer, your monthly statement for PNB Credit Card ending 7466 is generated. Total Due: Rs.15,000, Due Date: 05-06-2026.",ham
"Success! Your recharge of Rs.15,000 for Jio mobile +91 73460 97458 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Your verification code for WhatsApp is 963289. Team WhatsApp will never call or SMS you asking for this code.,ham
"Dear User, your reward points worth Rs.5,000 are expiring today. Convert points to cash now by visiting: bit.ly/update-kyc-now",spam
"Urgent: Pre-approved instant credit line of Rs.1,000,000 is ready for you. No documentation required. Click to withdraw: shorturl.at/xyz78",spam
"Success! Your recharge of Rs.15,000 for Jio mobile +91 96245 40068 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Good News! Your loan of Rs.5,000,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: icici-security-alert.net",spam
"Dear Customer, Your A/c ending 4961 has been credited with Rs.1,250 on 18-05-2026 by InfoSys Salary. Total Available Bal: Rs.1,450.10.",ham
"Success! Your recharge of Rs.15,000 for Jio mobile +91 73246 71409 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Success! Your recharge of Rs.4,500 for Jio mobile +91 76833 68103 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Security Update: A login attempt was detected on your GPay profile from a new device. If this wasn't you, secure your account instantly by verifying here: pnb-kyc-verification.org",spam
Your premium for LIC policy 4114 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: delivery-address-update.in,spam
"Dear customer, your KYC update for Google Pay is pending. Your wallet will be deactivated today. To complete verification, open: linktr.ee/kbc-draw",spam
Your premium for LIC policy 4482 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: pnb-kyc-verification.org,spam
"Do not share! OTP for your transaction of Rs.499 on Kotak is 857462. If you did not do this, call customer care immediately at +91 73784 74011 or stop it via linktr.ee/kbc-draw",spam
"Urgent: Pre-approved instant credit line of Rs.50,000 is ready for you. No documentation required. Click to withdraw: linktr.ee/kbc-draw",spam
"Success! Your recharge of Rs.15,000 for Jio mobile +91 97022 97773 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Earn Rs 3000-7000 daily just by working 1-2 hours from home! No experience required. Tap to message our HR on Telegram: pnb-kyc-verification.org,spam
"Crypto Alert: Solana is surging! Get 5,000 tokens free as a sign-up bonus today only. Claim your wallet here: icici-security-alert.net",spam
"Dear Axis Bank Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: pnb-kyc-verification.org or your card will be permanently suspended.",spam
"Dear ICICI Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: verify-hdfc-pan.in or your card will be permanently suspended.",spam
Hi! Your order from Myntra containing your items has been dispatched and will be delivered today by Delhivery. Track here: flipkart.com/track,ham
"Congratulations! You have won a cashback reward of Rs.1,999 from Paytm. Click to claim directly into your bank account: linktr.ee/kbc-draw",spam
Your premium for LIC policy 9813 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: paytm-cashback-reward.com,spam
"Dear customer, your DHL shipment tracking 5537 requires a nominal custom duty fee of Rs.45 to be released. Pay now: bit.ly/update-kyc-now",spam
Your Blinkit order is packed and out for delivery. Your delivery executive Ramesh (+91 80030 25530) will reach you in 9 minutes.,ham
"Dear Customer, your EMI of Rs.2,500 for loan account ending 4885 is overdue. Pay immediately via shorturl.at/xyz78 to avoid court notice and legal action.",spam
India Post Alert: Your parcel has arrived at the sorting hub but address is missing. Please update details within 12 hours here: shorturl.at/xyz78,spam
"Dear Customer, your monthly statement for Canara Bank Credit Card ending 1276 is generated. Total Due: Rs.1,250, Due Date: 05-06-2026.",ham
"Success! Your recharge of Rs.599 for Jio mobile +91 75613 96675 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Transaction Alert: Your ICICI Credit Card ending 1189 was used at Amazon India for Rs.149 on 20-05-2026. If not done by you, call +91 91998 51719.",ham
"Good News! Your loan of Rs.1,000,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: bit.ly/update-kyc-now",spam
"Success! Your recharge of Rs.15,000 for Jio mobile +91 70055 55218 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Success! Your recharge of Rs.15,000 for Jio mobile +91 83541 44514 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Your premium for LIC policy 4325 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: linktr.ee/kbc-draw,spam
"Your broadband bill for account 4221 is due on 05-06-2026. Avoid late payment charges by paying Rs.15,000 now.",ham
Congratulations! You have won a cashback reward of Rs.499 from Cred. Click to claim directly into your bank account: paytm-cashback-reward.com,spam
"Dear User, your reward points worth Rs.1,999 are expiring today. Convert points to cash now by visiting: linktr.ee/kbc-draw",spam
Part-time job offer: Like YouTube videos and earn Rs 50 per video. Daily payout up to Rs 5000. Join the official group now: shorturl.at/xyz78,spam
"Alert: Rs.1,250 debited from your HDFC A/c ending 2340 on 18-05-2026 towards UPI-Google Pay ref no 733992280168. Bal: Rs.1,450.10.",ham
"Dear customer, your DHL shipment tracking 2919 requires a nominal custom duty fee of Rs.45 to be released. Pay now: verify-hdfc-pan.in",spam
Your Blinkit order is packed and out for delivery. Your delivery executive Rahul (+91 95421 75136) will reach you in 9 minutes.,ham
Alert! Your PNB debit card is blocked. Kindly click on pnb-kyc-verification.org to update your KYC and resume services immediately.,spam
Crypto Alert: Dogecoin is surging! Get 499 tokens free as a sign-up bonus today only. Claim your wallet here: paytm-cashback-reward.com,spam
"Dear customer, your KYC update for Amazon Pay is pending. Your wallet will be deactivated today. To complete verification, open: tinyurl.com/sbi-netsecure",spam
"Transaction Alert: Your ICICI Credit Card ending 9400 was used at Shell Petrol Pump for Rs.1,250 on 20-05-2026. If not done by you, call +91 76541 10637.",ham
"Urgent: Pre-approved instant credit line of Rs.1,000,000 is ready for you. No documentation required. Click to withdraw: paytm-cashback-reward.com",spam
898526 is the OTP for login into your Amazon Pay account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"You have a pending received request of Rs.1,999 on PhonePe from Airtel Offer. Click link to accept money: tinyurl.com/sbi-netsecure",spam
"Urgent: Pre-approved instant credit line of Rs.1,000,000 is ready for you. No documentation required. Click to withdraw: icici-security-alert.net",spam
"Transaction Alert: Your ICICI Credit Card ending 5752 was used at MakeMyTrip for Rs.15,000 on Today. If not done by you, call +91 92270 64548.",ham
"Transaction Alert: Your PNB Credit Card ending 8172 was used at IRCTC for Rs.599 on 20-05-2026. If not done by you, call +91 95300 61270.",ham
"Dear Customer, your monthly statement for Axis Bank Credit Card ending 9923 is generated. Total Due: Rs.15,000, Due Date: 05-06-2026.",ham
Your verification code for Google is 583681. Team Google will never call or SMS you asking for this code.,ham
"Dear customer, your KYC update for Cred is pending. Your wallet will be deactivated today. To complete verification, open: verify-hdfc-pan.in",spam
Hi! Your order from Myntra containing your items has been dispatched and will be delivered today by DTDC. Track here: amzn.in/d/3x7Fq,ham
Your verification code for Vercel is 305314. Team Vercel will never call or SMS you asking for this code.,ham
Your Blinkit order is packed and out for delivery. Your delivery executive Suresh (+91 86504 11074) will reach you in 9 minutes.,ham
"Dear winner, your mobile number has selected for Rs 50 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 81024 92997 or visit indiahrms-telegram.co",spam
"Dear customer, your DHL shipment tracking 8367 requires a nominal custom duty fee of Rs.45 to be released. Pay now: tinyurl.com/sbi-netsecure",spam
"Dear winner, your mobile number has selected for Rs 50 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 91595 84453 or visit tinyurl.com/sbi-netsecure",spam
"Dear Customer, bill for your electricity consumer account 6416 has been generated. Amount Due: Rs.4,500. Due Date: 30-05-2026. Pay via your banking app.",ham
Delivered: Your Zomato order from Haldirams has been delivered by our rider. Hope you enjoy your meal!,ham
"Do not share! OTP for your transaction of Rs.1,999 on HDFC is 832167. If you did not do this, call customer care immediately at +91 74228 10899 or stop it via linktr.ee/kbc-draw",spam
Delivered: Your Zepto order from Dominos has been delivered by our rider. Hope you enjoy your meal!,ham
"Dear customer, your KYC update for PhonePe is pending. Your wallet will be deactivated today. To complete verification, open: indiahrms-telegram.co",spam
Use OTP 196462 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Dear Customer, your EMI of Rs.10,000 for loan account ending 5377 is overdue. Pay immediately via verify-hdfc-pan.in to avoid court notice and legal action.",spam
Your broadband bill for account 3498 is due on 30-05-2026. Avoid late payment charges by paying Rs.149 now.,ham
"Congratulations! You have won a cashback reward of Rs.1,999 from Google Pay. Click to claim directly into your bank account: delivery-address-update.in",spam
Your premium for LIC policy 8246 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: tinyurl.com/sbi-netsecure,spam
"Dear customer, your DHL shipment tracking 8539 requires a nominal custom duty fee of Rs.45 to be released. Pay now: delivery-address-update.in",spam
"Dear Customer, your monthly statement for HDFC Credit Card ending 5309 is generated. Total Due: Rs.15,000, Due Date: 30-05-2026.",ham
URGENT: Your SBI NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit bit.ly/update-kyc-now,spam
Your verification code for Google is 229700. Team Google will never call or SMS you asking for this code.,ham
Your verification code for Vercel is 430301. Team Vercel will never call or SMS you asking for this code.,ham
"Do not share! OTP for your transaction of Rs.10,000 on Canara Bank is 191555. If you did not do this, call customer care immediately at +91 83203 31489 or stop it via pnb-kyc-verification.org",spam
Your Blinkit order is packed and out for delivery. Your delivery executive Vikram (+91 75427 97994) will reach you in 9 minutes.,ham
"Dear User, your reward points worth Rs.499 are expiring today. Convert points to cash now by visiting: verify-hdfc-pan.in",spam
Your premium for LIC policy 6055 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: shorturl.at/xyz78,spam
"Dear customer, your DHL shipment tracking 3021 requires a nominal custom duty fee of Rs.45 to be released. Pay now: linktr.ee/kbc-draw",spam
"Dear customer, your DHL shipment tracking 3007 requires a nominal custom duty fee of Rs.45 to be released. Pay now: bit.ly/update-kyc-now",spam
"Dear Customer, your EMI of Rs.10,000 for loan account ending 7038 is overdue. Pay immediately via pnb-kyc-verification.org to avoid court notice and legal action.",spam
"Do not share! OTP for your transaction of Rs.10,000 on BOB is 294944. If you did not do this, call customer care immediately at +91 94498 61941 or stop it via tinyurl.com/sbi-netsecure",spam
"Dear Customer, your monthly statement for SBI Credit Card ending 8132 is generated. Total Due: Rs.599, Due Date: 05-06-2026.",ham
"Dear Customer, your monthly statement for SBI Credit Card ending 2810 is generated. Total Due: Rs.149, Due Date: 25-05-2026.",ham
"Security Update: A login attempt was detected on your Cred profile from a new device. If this wasn't you, secure your account instantly by verifying here: delivery-address-update.in",spam
"Congratulations! You have won a cashback reward of Rs.10,000 from Cred. Click to claim directly into your bank account: icici-security-alert.net",spam
"Dear Customer, Your A/c ending 3543 has been credited with Rs.15,000 on 19-05-2026 by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
"Alert: Rs.1,250 debited from your BOB A/c ending 8196 on 20-05-2026 towards UPI-PhonePe ref no 830985927386. Bal: Rs.1,450.10.",ham
"Dear Customer, bill for your electricity consumer account 9343 has been generated. Amount Due: Rs.4,500. Due Date: 05-06-2026. Pay via your banking app.",ham
"Dear Customer, Your A/c ending 4165 has been credited with Rs.599 on Today by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
Use OTP 364875 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Do not share! OTP for your transaction of Rs.2,500 on Axis Bank is 283621. If you did not do this, call customer care immediately at +91 96617 14574 or stop it via pnb-kyc-verification.org",spam
Alert! Your Canara Bank debit card is blocked. Kindly click on verify-hdfc-pan.in to update your KYC and resume services immediately.,spam
"Dear SBI Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: indiahrms-telegram.co or your card will be permanently suspended.",spam
816943 is the OTP for login into your PhonePe account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Dear Customer, your monthly statement for Kotak Credit Card ending 9485 is generated. Total Due: Rs.15,000, Due Date: 25-05-2026.",ham
"Urgent: Pre-approved instant credit line of Rs.5,000,000 is ready for you. No documentation required. Click to withdraw: icici-security-alert.net",spam
Your broadband bill for account 5159 is due on 05-06-2026. Avoid late payment charges by paying Rs.599 now.,ham
"Alert: Rs.599 debited from your Axis Bank A/c ending 2900 on 20-05-2026 towards UPI-PhonePe ref no 736916726687. Bal: Rs.12,850.00.",ham
Your premium for LIC policy 1287 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: icici-security-alert.net,spam
Your premium for LIC policy 4966 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: bit.ly/update-kyc-now,spam
Scratch card won! You received Rs.499 cashback on your recent transaction. Tap here to transfer to your account: tinyurl.com/sbi-netsecure,spam
"Dear User, your reward points worth Rs.2,500 are expiring today. Convert points to cash now by visiting: icici-security-alert.net",spam
Hi! Your order from Myntra containing your items has been dispatched and will be delivered today by India Post. Track here: swiggy.com/orders,ham
"Transaction Alert: Your PNB Credit Card ending 9812 was used at Shell Petrol Pump for Rs.1,250 on 19-05-2026. If not done by you, call +91 96869 70498.",ham
"Dear customer, your DHL shipment tracking 3513 requires a nominal custom duty fee of Rs.45 to be released. Pay now: shorturl.at/xyz78",spam
Delivered: Your Swiggy order from Punjabi Rasoi has been delivered by our rider. Hope you enjoy your meal!,ham
"Dear Customer, Your A/c ending 4482 has been credited with Rs.599 on 19-05-2026 by InfoSys Salary. Total Available Bal: Rs.1,450.10.",ham
Your premium for LIC policy 9787 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: tinyurl.com/sbi-netsecure,spam
"Dear Customer, bill for your electricity consumer account 7636 has been generated. Amount Due: Rs.599. Due Date: 30-05-2026. Pay via your banking app.",ham
"Dear Customer, your EMI of Rs.2,500 for loan account ending 2970 is overdue. Pay immediately via indiahrms-telegram.co to avoid court notice and legal action.",spam
Your verification code for Vercel is 938115. Team Vercel will never call or SMS you asking for this code.,ham
Alert! Your Axis Bank debit card is blocked. Kindly click on bit.ly/update-kyc-now to update your KYC and resume services immediately.,spam
"Alert: Rs.4,500 debited from your SBI A/c ending 7851 on 18-05-2026 towards UPI-Amazon Pay ref no 855305233390. Bal: Rs.4,320.50.",ham
"Your broadband bill for account 4223 is due on 30-05-2026. Avoid late payment charges by paying Rs.1,250 now.",ham
URGENT: Your SBI NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit shorturl.at/xyz78,spam
India Post Alert: Your parcel has arrived at the sorting hub but address is missing. Please update details within 12 hours here: bit.ly/update-kyc-now,spam
"Dear Customer, Your A/c ending 1952 has been credited with Rs.4,500 on Today by InfoSys Salary. Total Available Bal: Rs.4,320.50.",ham
Your verification code for Vercel is 145952. Team Vercel will never call or SMS you asking for this code.,ham
"Dear Customer, your EMI of Rs.1,999 for loan account ending 4991 is overdue. Pay immediately via paytm-cashback-reward.com to avoid court notice and legal action.",spam
"Dear ICICI Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: shorturl.at/xyz78 or your card will be permanently suspended.",spam
"Dear Customer, your EMI of Rs.10,000 for loan account ending 3967 is overdue. Pay immediately via tinyurl.com/sbi-netsecure to avoid court notice and legal action.",spam
Use OTP 821906 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Do not share! OTP for your transaction of Rs.10,000 on Kotak is 777581. If you did not do this, call customer care immediately at +91 91538 43365 or stop it via linktr.ee/kbc-draw",spam
"Dear ICICI Customer, your account is BLOCKED due to pending KYC update. Click here to verify instantly: linktr.ee/kbc-draw or your card will be permanently suspended.",spam
"Dear Customer, your EMI of Rs.499 for loan account ending 9507 is overdue. Pay immediately via linktr.ee/kbc-draw to avoid court notice and legal action.",spam
Your Ajio package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: bit.ly/update-kyc-now,spam
"Good News! Your loan of Rs.1,000,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: paytm-cashback-reward.com",spam
"Security Update: A login attempt was detected on your Amazon Pay profile from a new device. If this wasn't you, secure your account instantly by verifying here: icici-security-alert.net",spam
"Success! Your recharge of Rs.599 for Jio mobile +91 91808 94283 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Your Flipkart package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: bit.ly/update-kyc-now,spam
"Dear customer, your KYC update for Cred is pending. Your wallet will be deactivated today. To complete verification, open: delivery-address-update.in",spam
"Scratch card won! You received Rs.2,500 cashback on your recent transaction. Tap here to transfer to your account: pnb-kyc-verification.org",spam
"Alert: Rs.149 debited from your Axis Bank A/c ending 6824 on 18-05-2026 towards UPI-GPay ref no 642731264575. Bal: Rs.1,450.10.",ham
Earn Rs 3000-7000 daily just by working 1-2 hours from home! No experience required. Tap to message our HR on Telegram: verify-hdfc-pan.in,spam
Alert! Your Axis Bank debit card is blocked. Kindly click on paytm-cashback-reward.com to update your KYC and resume services immediately.,spam
"Transaction Alert: Your Axis Bank Credit Card ending 5420 was used at IRCTC for Rs.149 on Today. If not done by you, call +91 79383 14129.",ham
Your verification code for Vercel is 302463. Team Vercel will never call or SMS you asking for this code.,ham
"Alert: Rs.4,500 debited from your SBI A/c ending 9422 on Today towards UPI-Google Pay ref no 855583969343. Bal: Rs.1,450.10.",ham
"Crypto Alert: Ethereum is surging! Get 5,000 tokens free as a sign-up bonus today only. Claim your wallet here: tinyurl.com/sbi-netsecure",spam
Your premium for LIC policy 8949 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: delivery-address-update.in,spam
"Do not share! OTP for your transaction of Rs.1,999 on BOB is 802643. If you did not do this, call customer care immediately at +91 75553 42449 or stop it via bit.ly/update-kyc-now",spam
"Dear Customer, your monthly statement for SBI Credit Card ending 1419 is generated. Total Due: Rs.4,500, Due Date: 30-05-2026.",ham
"Crypto Alert: Ethereum is surging! Get 1,999 tokens free as a sign-up bonus today only. Claim your wallet here: bit.ly/update-kyc-now",spam
Your Flipkart package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: shorturl.at/xyz78,spam
"Dear Customer, your monthly statement for PNB Credit Card ending 7486 is generated. Total Due: Rs.15,000, Due Date: 30-05-2026.",ham
"Dear Customer, your monthly statement for SBI Credit Card ending 5743 is generated. Total Due: Rs.1,250, Due Date: 05-06-2026.",ham
Your premium for LIC policy 5322 is outstanding. Pay today to avoid policy lapse and get 15% discount on late fees: indiahrms-telegram.co,spam
"Do not share! OTP for your transaction of Rs.1,999 on PNB is 970586. If you did not do this, call customer care immediately at +91 88905 16527 or stop it via linktr.ee/kbc-draw",spam
Your Ajio package cannot be delivered due to an incorrect house number. Please update your address and schedule re-delivery at: linktr.ee/kbc-draw,spam
Your verification code for Vercel is 370844. Team Vercel will never call or SMS you asking for this code.,ham
"Dear customer, your DHL shipment tracking 1315 requires a nominal custom duty fee of Rs.45 to be released. Pay now: delivery-address-update.in",spam
"Dear Customer, your EMI of Rs.10,000 for loan account ending 1874 is overdue. Pay immediately via tinyurl.com/sbi-netsecure to avoid court notice and legal action.",spam
"Dear customer, your KYC update for Paytm is pending. Your wallet will be deactivated today. To complete verification, open: indiahrms-telegram.co",spam
"Dear winner, your mobile number has selected for Rs 50 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 96831 44210 or visit icici-security-alert.net",spam
Earn Rs 3000-7000 daily just by working 1-2 hours from home! No experience required. Tap to message our HR on Telegram: tinyurl.com/sbi-netsecure,spam
Your Blinkit order is packed and out for delivery. Your delivery executive Rahul (+91 70425 81053) will reach you in 9 minutes.,ham
Hi! Your order from Flipkart containing your items has been dispatched and will be delivered today by India Post. Track here: swiggy.com/orders,ham
Use OTP 903863 to complete your registration on the SmartSpam portal. Thank you for choosing us.,ham
"Dear customer, your DHL shipment tracking 4052 requires a nominal custom duty fee of Rs.45 to be released. Pay now: verify-hdfc-pan.in",spam
Hi! Your order from Ajio containing your items has been dispatched and will be delivered today by BlueDart. Track here: delhivery.com/track,ham
"Dear Customer, bill for your electricity consumer account 3645 has been generated. Amount Due: Rs.149. Due Date: 05-06-2026. Pay via your banking app.",ham
"Success! Your recharge of Rs.1,250 for Jio mobile +91 81101 12200 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Hi! Your order from Ajio containing your items has been dispatched and will be delivered today by DTDC. Track here: jio.com/recharge,ham
Hi! Your order from Meesho containing your items has been dispatched and will be delivered today by Delhivery. Track here: zomato.link/t,ham
"Alert: Rs.15,000 debited from your Axis Bank A/c ending 2475 on Today towards UPI-Google Pay ref no 790551065909. Bal: Rs.12,850.00.",ham
"Transaction Alert: Your PNB Credit Card ending 4602 was used at IRCTC for Rs.4,500 on Today. If not done by you, call +91 73839 17365.",ham
"Dear Customer, bill for your electricity consumer account 5312 has been generated. Amount Due: Rs.1,250. Due Date: 25-05-2026. Pay via your banking app.",ham
"Do not share! OTP for your transaction of Rs.1,999 on Canara Bank is 967085. If you did not do this, call customer care immediately at +91 74141 23145 or stop it via paytm-cashback-reward.com",spam
"Dear customer, your DHL shipment tracking 4691 requires a nominal custom duty fee of Rs.45 to be released. Pay now: paytm-cashback-reward.com",spam
"Transaction Alert: Your HDFC Credit Card ending 2324 was used at Shell Petrol Pump for Rs.149 on 19-05-2026. If not done by you, call +91 80278 19043.",ham
"Transaction Alert: Your HDFC Credit Card ending 5961 was used at Shell Petrol Pump for Rs.1,250 on Today. If not done by you, call +91 70038 50708.",ham
"Dear Customer, Your A/c ending 2577 has been credited with Rs.599 on Today by InfoSys Salary. Total Available Bal: Rs.84,100.25.",ham
"Dear Customer, your monthly statement for SBI Credit Card ending 1655 is generated. Total Due: Rs.149, Due Date: 25-05-2026.",ham
"Do not share! OTP for your transaction of Rs.10,000 on HDFC is 855119. If you did not do this, call customer care immediately at +91 95092 75579 or stop it via icici-security-alert.net",spam
Crypto Alert: Bitcoin is surging! Get 499 tokens free as a sign-up bonus today only. Claim your wallet here: shorturl.at/xyz78,spam
"Dear Customer, your monthly statement for Axis Bank Credit Card ending 3250 is generated. Total Due: Rs.599, Due Date: 25-05-2026.",ham
"Dear winner, your mobile number has selected for Rs 25 Lakhs lottery prize in KBC Season 2026. Contact WhatsApp helpline +91 99210 80292 or visit tinyurl.com/sbi-netsecure",spam
URGENT: Your PNB NetBanking access has been suspended. Please update your PAN card details within 24 hours to re-activate. Visit icici-security-alert.net,spam
Part-time job offer: Like YouTube videos and earn Rs 50 per video. Daily payout up to Rs 5000. Join the official group now: paytm-cashback-reward.com,spam
"Dear Customer, bill for your electricity consumer account 3848 has been generated. Amount Due: Rs.149. Due Date: 25-05-2026. Pay via your banking app.",ham
"Success! Your recharge of Rs.599 for Jio mobile +91 74288 62746 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
"Good News! Your loan of Rs.50,000 has been pre-approved with 0% processing fee. Instant disbursement in 5 mins. Apply here: bit.ly/update-kyc-now",spam
"Success! Your recharge of Rs.15,000 for Jio mobile +91 70832 64676 is successful. Data benefits: 2GB/day, Validity: 84 days. Thank you.",ham
Your broadband bill for account 6009 is due on 05-06-2026. Avoid late payment charges by paying Rs.149 now.,ham
Your verification code for Google is 997939. Team Google will never call or SMS you asking for this code.,ham
"Do not share! OTP for your transaction of Rs.5,000 on BOB is 470982. If you did not do this, call customer care immediately at +91 74476 95977 or stop it via shorturl.at/xyz78",spam
Hi! Your order from Myntra containing your items has been dispatched and will be delivered today by BlueDart. Track here: delhivery.com/track,ham
India Post Alert: Your parcel has arrived at the sorting hub but address is missing. Please update details within 12 hours here: verify-hdfc-pan.in,spam
"Dear customer, your KYC update for Google Pay is pending. Your wallet will be deactivated today. To complete verification, open: paytm-cashback-reward.com",spam
694823 is the OTP for login into your Amazon Pay account. Valid for 10 minutes. Do not share this OTP with anyone for security reasons.,ham
"Urgent: Pre-approved instant credit line of Rs.5,000,000 is ready for you. No documentation required. Click to withdraw: paytm-cashback-reward.com",spam
